"","Site","Station_Ammend","Observation.id","Observation.date","Description","Media.file","Total.length","FPS","Station","Start.Date","SD_card","Subject","Behavior","Behavioral.category","Modifiers","Behavior.type","Start..s.","Stop..s.","Duration..s.","Comment.start","Comment.stop","Observer","StationDeployDate","Video_file_name","Date.modified","RFID","Treatment","Date_recorded","Time_recorded","RFID_DateTime","Night","Exclude","time_diff","group_id","inds","Individual_ID","group_sum","Behave_prop"
"1","Boyicup","BOY12","Boy12_NH63_20220415_TASH","2/05/2023 13:19",NA,"C:/Users/21116718/Desktop/Boy12_NH63_20220415/RCNX0006.AVI",2999.68,6.25,"BOY12","2022-04-15T00:00:00","NH63","Woylie1","Move","Other",NA,"STATE",152.349,154.948,2.599,"",NA,"TASH",2022-04-15,"RCNX0006.AVI",2022-04-16 19:28:00,"R5","C",2022-04-16,19H 28M 0S,2022-04-16 19:28:00,2,NA,65880,3,1," 956000014804390",219.045,0.0118651418658267
"2","Boyicup","BOY12","Boy12_NH63_20220415_TASH","2/05/2023 13:19",NA,"C:/Users/21116718/Desktop/Boy12_NH63_20220415/RCNX0006.AVI",2999.68,6.25,"BOY12","2022-04-15T00:00:00","NH63","Woylie1","Bipedal","Vigilance",NA,"STATE",154.949,156.279,1.33,"",NA,"TASH",2022-04-15,"RCNX0006.AVI",2022-04-16 19:28:00,"R5","C",2022-04-16,19H 28M 0S,2022-04-16 19:28:00,2,NA,0,3,1," 956000014804390",219.045,0.00607181172818371
"3","Boyicup","BOY12","Boy12_NH63_20220415_TASH","2/05/2023 13:19",NA,"C:/Users/21116718/Desktop/Boy12_NH63_20220415/RCNX0006.AVI",2999.68,6.25,"BOY12","2022-04-15T00:00:00","NH63","Woylie1","Sniff station/cue","Exploration",NA,"STATE",156.28,163.646,7.366,"",NA,"TASH",2022-04-15,"RCNX0006.AVI",2022-04-16 19:28:00,"R5","C",2022-04-16,19H 28M 0S,2022-04-16 19:28:00,2,NA,0,3,1," 956000014804390",219.045,0.0336277933757904
"4","Boyicup","BOY12","Boy12_NH63_20220415_TASH","2/05/2023 13:19",NA,"C:/Users/21116718/Desktop/Boy12_NH63_20220415/RCNX0006.AVI",2999.68,6.25,"BOY12","2022-04-15T00:00:00","NH63","Woylie1","Bipedal","Vigilance",NA,"STATE",163.647,165.049,1.402,"",NA,"TASH",2022-04-15,"RCNX0006.AVI",2022-04-16 19:28:00,"R5","C",2022-04-16,19H 28M 0S,2022-04-16 19:28:00,2,NA,0,3,1," 956000014804390",219.045,0.00640051131046132
"5","Boyicup","BOY12","Boy12_NH63_20220415_TASH","2/05/2023 13:19",NA,"C:/Users/21116718/Desktop/Boy12_NH63_20220415/RCNX0006.AVI",2999.68,6.25,"BOY12","2022-04-15T00:00:00","NH63","Woylie1","Sniff station/cue","Exploration",NA,"STATE",165.05,177.052,12.002,"",NA,"TASH",2022-04-15,"RCNX0006.AVI",2022-04-16 19:28:00,"R5","C",2022-04-16,19H 28M 0S,2022-04-16 19:28:00,2,NA,0,3,1," 956000014804390",219.045,0.0547923942568879
"6","Boyicup","BOY12","Boy12_NH63_20220415_TASH","2/05/2023 13:19",NA,"C:/Users/21116718/Desktop/Boy12_NH63_20220415/RCNX0007.AVI",2999.68,6.25,"BOY12","2022-04-15T00:00:00","NH63","Woylie1","Forage","Foraging",NA,"STATE",177.053,179.053,2,"",NA,"TASH",2022-04-15,"RCNX0007.AVI",2022-04-16 19:29:00,"R5","C",2022-04-16,19H 29M 0S,2022-04-16 19:29:00,2,NA,60,3,1," 956000014804390",219.045,0.00913054395215595
"7","Boyicup","BOY12","Boy12_NH63_20220415_TASH","2/05/2023 13:19",NA,"C:/Users/21116718/Desktop/Boy12_NH63_20220415/RCNX0007.AVI",2999.68,6.25,"BOY12","2022-04-15T00:00:00","NH63","Woylie1","Bipedal","Vigilance",NA,"STATE",179.054,181.429,2.375,"",NA,"TASH",2022-04-15,"RCNX0007.AVI",2022-04-16 19:29:00,"R5","C",2022-04-16,19H 29M 0S,2022-04-16 19:29:00,2,NA,0,3,1," 956000014804390",219.045,0.0108425209431852
"8","Boyicup","BOY12","Boy12_NH63_20220415_TASH","2/05/2023 13:19",NA,"C:/Users/21116718/Desktop/Boy12_NH63_20220415/RCNX0007.AVI",2999.68,6.25,"BOY12","2022-04-15T00:00:00","NH63","Woylie1","Forage","Foraging",NA,"STATE",181.43,212.915,31.485,"",NA,"TASH",2022-04-15,"RCNX0007.AVI",2022-04-16 19:29:00,"R5","C",2022-04-16,19H 29M 0S,2022-04-16 19:29:00,2,NA,0,3,1," 956000014804390",219.045,0.143737588166815
"9","Boyicup","BOY12","Boy12_NH63_20220415_TASH","2/05/2023 13:19",NA,"C:/Users/21116718/Desktop/Boy12_NH63_20220415/RCNX0008.AVI",2999.68,6.25,"BOY12","2022-04-15T00:00:00","NH63","Woylie1","Bipedal","Vigilance",NA,"STATE",212.916,223.379,10.463,"",NA,"TASH",2022-04-15,"RCNX0008.AVI",2022-04-16 19:30:00,"R5","C",2022-04-16,19H 30M 0S,2022-04-16 19:30:00,2,NA,60,3,1," 956000014804390",219.045,0.0477664406857038
"10","Boyicup","BOY12","Boy12_NH63_20220415_TASH","2/05/2023 13:19",NA,"C:/Users/21116718/Desktop/Boy12_NH63_20220415/RCNX0008.AVI",2999.68,6.25,"BOY12","2022-04-15T00:00:00","NH63","Woylie1","Forage","Foraging",NA,"STATE",223.38,251.615,28.235,"",NA,"TASH",2022-04-15,"RCNX0008.AVI",2022-04-16 19:30:00,"R5","C",2022-04-16,19H 30M 0S,2022-04-16 19:30:00,2,NA,0,3,1," 956000014804390",219.045,0.128900454244562
"11","Boyicup","BOY12","Boy12_NH63_20220415_TASH","2/05/2023 13:19",NA,"C:/Users/21116718/Desktop/Boy12_NH63_20220415/RCNX0009.AVI",2999.68,6.25,"BOY12","2022-04-15T00:00:00","NH63","Woylie1","Groom","Other",NA,"STATE",251.616,253.669,2.053,"",NA,"TASH",2022-04-15,"RCNX0009.AVI",2022-04-16 19:30:00,"R5","C",2022-04-16,19H 30M 0S,2022-04-16 19:30:00,2,NA,0,3,1," 956000014804390",219.045,0.00937250336688808
"12","Boyicup","BOY12","Boy12_NH63_20220415_TASH","2/05/2023 13:19",NA,"C:/Users/21116718/Desktop/Boy12_NH63_20220415/RCNX0009.AVI",2999.68,6.25,"BOY12","2022-04-15T00:00:00","NH63","Woylie1","Forage","Foraging",NA,"STATE",253.67,254.764,1.094,"",NA,"TASH",2022-04-15,"RCNX0009.AVI",2022-04-16 19:30:00,"R5","C",2022-04-16,19H 30M 0S,2022-04-16 19:30:00,2,NA,0,3,1," 956000014804390",219.045,0.00499440754182931
"13","Boyicup","BOY12","Boy12_NH63_20220415_TASH","2/05/2023 13:19",NA,"C:/Users/21116718/Desktop/Boy12_NH63_20220415/RCNX0009.AVI",2999.68,6.25,"BOY12","2022-04-15T00:00:00","NH63","Woylie1","Bipedal","Vigilance",NA,"STATE",254.765,257.966,3.201,"",NA,"TASH",2022-04-15,"RCNX0009.AVI",2022-04-16 19:30:00,"R5","C",2022-04-16,19H 30M 0S,2022-04-16 19:30:00,2,NA,0,3,1," 956000014804390",219.045,0.0146134355954256
"14","Boyicup","BOY12","Boy12_NH63_20220415_TASH","2/05/2023 13:19",NA,"C:/Users/21116718/Desktop/Boy12_NH63_20220415/RCNX0009.AVI",2999.68,6.25,"BOY12","2022-04-15T00:00:00","NH63","Woylie1","Sniff station/cue","Exploration",NA,"STATE",257.967,262.945,4.978,"",NA,"TASH",2022-04-15,"RCNX0009.AVI",2022-04-16 19:30:00,"R5","C",2022-04-16,19H 30M 0S,2022-04-16 19:30:00,2,NA,0,3,1," 956000014804390",219.045,0.0227259238969162
"15","Boyicup","BOY12","Boy12_NH63_20220415_TASH","2/05/2023 13:19",NA,"C:/Users/21116718/Desktop/Boy12_NH63_20220415/RCNX0009.AVI",2999.68,6.25,"BOY12","2022-04-15T00:00:00","NH63","Woylie1","Forage","Foraging",NA,"STATE",262.946,265.389,2.443,"",NA,"TASH",2022-04-15,"RCNX0009.AVI",2022-04-16 19:30:00,"R5","C",2022-04-16,19H 30M 0S,2022-04-16 19:30:00,2,NA,0,3,1," 956000014804390",219.045,0.0111529594375585
"16","Boyicup","BOY12","Boy12_NH63_20220415_TASH","2/05/2023 13:19",NA,"C:/Users/21116718/Desktop/Boy12_NH63_20220415/RCNX0009.AVI",2999.68,6.25,"BOY12","2022-04-15T00:00:00","NH63","Woylie1","Bipedal","Vigilance",NA,"STATE",265.39,266.013,0.623,"",NA,"TASH",2022-04-15,"RCNX0009.AVI",2022-04-16 19:30:00,"R5","C",2022-04-16,19H 30M 0S,2022-04-16 19:30:00,2,NA,0,3,1," 956000014804390",219.045,0.00284416444109658
"17","Boyicup","BOY12","Boy12_NH63_20220415_TASH","2/05/2023 13:19",NA,"C:/Users/21116718/Desktop/Boy12_NH63_20220415/RCNX0009.AVI",2999.68,6.25,"BOY12","2022-04-15T00:00:00","NH63","Woylie1","Move","Other",NA,"STATE",266.014,266.936,0.922,"",NA,"TASH",2022-04-15,"RCNX0009.AVI",2022-04-16 19:30:00,"R5","C",2022-04-16,19H 30M 0S,2022-04-16 19:30:00,2,NA,0,3,1," 956000014804390",219.045,0.00420918076194389
"18","Boyicup","BOY12","Boy12_NH63_20220415_TASH","2/05/2023 13:19",NA,"C:/Users/21116718/Desktop/Boy12_NH63_20220415/RCNX0010.AVI",2999.68,6.25,"BOY12","2022-04-15T00:00:00","NH63","Woylie1","Forage","Foraging",NA,"STATE",267.817,297.179,29.362,"",NA,"TASH",2022-04-15,"RCNX0010.AVI",2022-04-16 19:31:00,"R5","C",2022-04-16,19H 31M 0S,2022-04-16 19:31:00,2,NA,60,3,1," 956000014804390",219.045,0.134045515761602
"19","Boyicup","BOY12","Boy12_NH63_20220415_TASH","2/05/2023 13:19",NA,"C:/Users/21116718/Desktop/Boy12_NH63_20220415/RCNX0011.AVI",2999.68,6.25,"BOY12","2022-04-15T00:00:00","NH63","Woylie1","Sniff station/cue","Exploration",NA,"STATE",297.18,301.644,4.464,"",NA,"TASH",2022-04-15,"RCNX0011.AVI",2022-04-16 19:32:00,"R5","C",2022-04-16,19H 32M 0S,2022-04-16 19:32:00,2,NA,60,3,1," 956000014804390",219.045,0.0203793741012121
"20","Boyicup","BOY12","Boy12_NH63_20220415_TASH","2/05/2023 13:19",NA,"C:/Users/21116718/Desktop/Boy12_NH63_20220415/RCNX0011.AVI",2999.68,6.25,"BOY12","2022-04-15T00:00:00","NH63","Woylie1","Enter station","Exploration",NA,"STATE",301.645,304.199,2.554,"",NA,"TASH",2022-04-15,"RCNX0011.AVI",2022-04-16 19:32:00,"R5","C",2022-04-16,19H 32M 0S,2022-04-16 19:32:00,2,NA,0,3,1," 956000014804390",219.045,0.0116597046269031
"21","Boyicup","BOY12","Boy12_NH63_20220415_TASH","2/05/2023 13:19",NA,"C:/Users/21116718/Desktop/Boy12_NH63_20220415/RCNX0011.AVI",2999.68,6.25,"BOY12","2022-04-15T00:00:00","NH63","Woylie1","Forage","Foraging",NA,"STATE",304.2,306.647,2.447,"",NA,"TASH",2022-04-15,"RCNX0011.AVI",2022-04-16 19:32:00,"R5","C",2022-04-16,19H 32M 0S,2022-04-16 19:32:00,2,NA,0,3,1," 956000014804390",219.045,0.0111712205254628
"22","Boyicup","BOY12","Boy12_NH63_20220415_TASH","2/05/2023 13:19",NA,"C:/Users/21116718/Desktop/Boy12_NH63_20220415/RCNX0011.AVI",2999.68,6.25,"BOY12","2022-04-15T00:00:00","NH63","Woylie1","Sniff station/cue","Exploration",NA,"STATE",306.648,309.822,3.174,"",NA,"TASH",2022-04-15,"RCNX0011.AVI",2022-04-16 19:32:00,"R5","C",2022-04-16,19H 32M 0S,2022-04-16 19:32:00,2,NA,0,3,1," 956000014804390",219.045,0.0144901732520715
"23","Boyicup","BOY12","Boy12_NH63_20220415_TASH","2/05/2023 13:19",NA,"C:/Users/21116718/Desktop/Boy12_NH63_20220415/RCNX0011.AVI",2999.68,6.25,"BOY12","2022-04-15T00:00:00","NH63","Woylie1","Forage","Foraging",NA,"STATE",309.823,311.823,2,"",NA,"TASH",2022-04-15,"RCNX0011.AVI",2022-04-16 19:32:00,"R5","C",2022-04-16,19H 32M 0S,2022-04-16 19:32:00,2,NA,0,3,1," 956000014804390",219.045,0.00913054395215595
"24","Boyicup","BOY12","Boy12_NH63_20220415_TASH","2/05/2023 13:19",NA,"C:/Users/21116718/Desktop/Boy12_NH63_20220415/RCNX0011.AVI",2999.68,6.25,"BOY12","2022-04-15T00:00:00","NH63","Woylie1","Enter station","Exploration",NA,"STATE",311.824,314.495,2.671,"",NA,"TASH",2022-04-15,"RCNX0011.AVI",2022-04-16 19:32:00,"R5","C",2022-04-16,19H 32M 0S,2022-04-16 19:32:00,2,NA,0,3,1," 956000014804390",219.045,0.0121938414481043
"25","Boyicup","BOY12","Boy12_NH63_20220415_TASH","2/05/2023 13:19",NA,"C:/Users/21116718/Desktop/Boy12_NH63_20220415/RCNX0011.AVI",2999.68,6.25,"BOY12","2022-04-15T00:00:00","NH63","Woylie1","Move","Other",NA,"STATE",314.496,316.323,1.827,"",NA,"TASH",2022-04-15,"RCNX0011.AVI",2022-04-16 19:32:00,"R5","C",2022-04-16,19H 32M 0S,2022-04-16 19:32:00,2,NA,0,3,1," 956000014804390",219.045,0.00834075190029446
"26","Boyicup","BOY12","Boy12_NH63_20220415_TASH","2/05/2023 13:19",NA,"C:/Users/21116718/Desktop/Boy12_NH63_20220415/RCNX0012.AVI",2999.68,6.25,"BOY12","2022-04-15T00:00:00","NH63","Woylie1","Move","Other",NA,"STATE",327.45,328.4,0.95,"",NA,"TASH",2022-04-15,"RCNX0012.AVI",2022-04-16 19:34:00,"R5","C",2022-04-16,19H 34M 0S,2022-04-16 19:34:00,2,NA,120,3,1," 956000014804390",219.045,0.00433700837727408
"27","Boyicup","BOY12","Boy12_NH63_20220415_TASH","2/05/2023 13:19",NA,"C:/Users/21116718/Desktop/Boy12_NH63_20220415/RCNX0012.AVI",2999.68,6.25,"BOY12","2022-04-15T00:00:00","NH63","Woylie1","Sniff station/cue","Exploration",NA,"STATE",328.401,330.728,2.327,"",NA,"TASH",2022-04-15,"RCNX0012.AVI",2022-04-16 19:34:00,"R5","C",2022-04-16,19H 34M 0S,2022-04-16 19:34:00,2,NA,0,3,1," 956000014804390",219.045,0.0106233878883334
"28","Boyicup","BOY12","Boy12_NH63_20220415_TASH","2/05/2023 13:19",NA,"C:/Users/21116718/Desktop/Boy12_NH63_20220415/RCNX0012.AVI",2999.68,6.25,"BOY12","2022-04-15T00:00:00","NH63","Woylie1","Enter station","Exploration",NA,"STATE",330.729,333.825,3.096,"",NA,"TASH",2022-04-15,"RCNX0012.AVI",2022-04-16 19:34:00,"R5","C",2022-04-16,19H 34M 0S,2022-04-16 19:34:00,2,NA,0,3,1," 956000014804390",219.045,0.0141340820379374
"29","Boyicup","BOY12","Boy12_NH63_20220415_TASH","2/05/2023 13:19",NA,"C:/Users/21116718/Desktop/Boy12_NH63_20220415/RCNX0012.AVI",2999.68,6.25,"BOY12","2022-04-15T00:00:00","NH63","Woylie1","Forage","Foraging",NA,"STATE",333.826,336.3,2.474,"",NA,"TASH",2022-04-15,"RCNX0012.AVI",2022-04-16 19:34:00,"R5","C",2022-04-16,19H 34M 0S,2022-04-16 19:34:00,2,NA,0,3,1," 956000014804390",219.045,0.0112944828688169
"30","Boyicup","BOY12","Boy12_NH63_20220415_TASH","2/05/2023 13:19",NA,"C:/Users/21116718/Desktop/Boy12_NH63_20220415/RCNX0012.AVI",2999.68,6.25,"BOY12","2022-04-15T00:00:00","NH63","Woylie1","Bipedal","Vigilance",NA,"STATE",336.301,338.252,1.951,"",NA,"TASH",2022-04-15,"RCNX0012.AVI",2022-04-16 19:34:00,"R5","C",2022-04-16,19H 34M 0S,2022-04-16 19:34:00,2,NA,0,3,1," 956000014804390",219.045,0.00890684562532813
"31","Boyicup","BOY12","Boy12_NH63_20220415_TASH","2/05/2023 13:19",NA,"C:/Users/21116718/Desktop/Boy12_NH63_20220415/RCNX0012.AVI",2999.68,6.25,"BOY12","2022-04-15T00:00:00","NH63","Woylie1","Move","Other",NA,"STATE",338.253,340.401,2.148,"",NA,"TASH",2022-04-15,"RCNX0012.AVI",2022-04-16 19:34:00,"R5","C",2022-04-16,19H 34M 0S,2022-04-16 19:34:00,2,NA,0,3,1," 956000014804390",219.045,0.00980620420461549
"32","Boyicup","BOY12","Boy12_NH63_20220415_TASH","2/05/2023 13:19",NA,"C:/Users/21116718/Desktop/Boy12_NH63_20220415/RCNX0013.AVI",2999.68,6.25,"BOY12","2022-04-15T00:00:00","NH63","Woylie1","Sniff station/cue","Exploration",NA,"STATE",357.532,361.183,3.651,"",NA,"TASH",2022-04-15,"RCNX0013.AVI",2022-04-16 19:35:00,"R5","C",2022-04-16,19H 35M 0S,2022-04-16 19:35:00,2,NA,60,3,1," 956000014804390",219.045,0.0166678079846607
"33","Boyicup","BOY12","Boy12_NH63_20220415_TASH","2/05/2023 13:19",NA,"C:/Users/21116718/Desktop/Boy12_NH63_20220415/RCNX0013.AVI",2999.68,6.25,"BOY12","2022-04-15T00:00:00","NH63","Woylie1","Enter station","Exploration",NA,"STATE",361.184,364.532,3.348,"",NA,"TASH",2022-04-15,"RCNX0013.AVI",2022-04-16 19:35:00,"R5","C",2022-04-16,19H 35M 0S,2022-04-16 19:35:00,2,NA,0,3,1," 956000014804390",219.045,0.0152845305759091
"34","Boyicup","BOY12","Boy12_NH63_20220415_TASH","2/05/2023 13:19",NA,"C:/Users/21116718/Desktop/Boy12_NH63_20220415/RCNX0013.AVI",2999.68,6.25,"BOY12","2022-04-15T00:00:00","NH63","Woylie1","Forage","Foraging",NA,"STATE",364.533,365.982,1.449,"",NA,"TASH",2022-04-15,"RCNX0013.AVI",2022-04-16 19:35:00,"R5","C",2022-04-16,19H 35M 0S,2022-04-16 19:35:00,2,NA,0,3,1," 956000014804390",219.045,0.00661507909333699
"35","Boyicup","BOY12","Boy12_NH63_20220415_TASH","2/05/2023 13:19",NA,"C:/Users/21116718/Desktop/Boy12_NH63_20220415/RCNX0013.AVI",2999.68,6.25,"BOY12","2022-04-15T00:00:00","NH63","Woylie1","Bipedal","Vigilance",NA,"STATE",365.983,369.381,3.398,"",NA,"TASH",2022-04-15,"RCNX0013.AVI",2022-04-16 19:35:00,"R5","C",2022-04-16,19H 35M 0S,2022-04-16 19:35:00,2,NA,0,3,1," 956000014804390",219.045,0.015512794174713
"36","Boyicup","BOY12","Boy12_NH63_20220415_TASH","2/05/2023 13:19",NA,"C:/Users/21116718/Desktop/Boy12_NH63_20220415/RCNX0013.AVI",2999.68,6.25,"BOY12","2022-04-15T00:00:00","NH63","Woylie1","Forage","Foraging",NA,"STATE",369.382,383.079,13.697,"",NA,"TASH",2022-04-15,"RCNX0013.AVI",2022-04-16 19:35:00,"R5","C",2022-04-16,19H 35M 0S,2022-04-16 19:35:00,2,NA,0,3,1," 956000014804390",219.045,0.06253053025634
"37","Boyicup","BOY12","Boy12_NH63_20220415_TASH","2/05/2023 13:19",NA,"C:/Users/21116718/Desktop/Boy12_NH63_20220415/RCNX0013.AVI",2999.68,6.25,"BOY12","2022-04-15T00:00:00","NH63","Woylie1","Move","Other",NA,"STATE",383.08,386.492,3.412,"",NA,"TASH",2022-04-15,"RCNX0013.AVI",2022-04-16 19:35:00,"R5","C",2022-04-16,19H 35M 0S,2022-04-16 19:35:00,2,NA,0,3,1," 956000014804390",219.045,0.0155767079823781
"38","Boyicup","BOY12","Boy12_NH63_20220415_TASH","2/05/2023 13:19",NA,"C:/Users/21116718/Desktop/Boy12_NH63_20220415/RCNX0014.AVI",2999.68,6.25,"BOY12","2022-04-15T00:00:00","NH63","Woylie1","Forage","Foraging",NA,"STATE",387.886,388.46,0.574,"",NA,"TASH",2022-04-15,"RCNX0014.AVI",2022-04-16 19:36:00,"R5","C",2022-04-16,19H 36M 0S,2022-04-16 19:36:00,2,NA,60,3,1," 956000014804390",219.045,0.00262046611426876
"39","Boyicup","BOY12","Boy12_NH63_20220415_TASH","2/05/2023 13:19",NA,"C:/Users/21116718/Desktop/Boy12_NH63_20220415/RCNX0014.AVI",2999.68,6.25,"BOY12","2022-04-15T00:00:00","NH63","Woylie1","Sniff station/cue","Exploration",NA,"STATE",388.461,390.761,2.3,"",NA,"TASH",2022-04-15,"RCNX0014.AVI",2022-04-16 19:36:00,"R5","C",2022-04-16,19H 36M 0S,2022-04-16 19:36:00,2,NA,0,3,1," 956000014804390",219.045,0.0105001255449793
"40","Boyicup","BOY12","Boy12_NH63_20220415_TASH","2/05/2023 13:19",NA,"C:/Users/21116718/Desktop/Boy12_NH63_20220415/RCNX0014.AVI",2999.68,6.25,"BOY12","2022-04-15T00:00:00","NH63","Woylie1","Enter station","Exploration",NA,"STATE",390.762,393.86,3.098,"",NA,"TASH",2022-04-15,"RCNX0014.AVI",2022-04-16 19:36:00,"R5","C",2022-04-16,19H 36M 0S,2022-04-16 19:36:00,2,NA,0,3,1," 956000014804390",219.045,0.0141432125818896
"41","Boyicup","BOY12","Boy12_NH63_20220415_TASH","2/05/2023 13:19",NA,"C:/Users/21116718/Desktop/Boy12_NH63_20220415/RCNX0014.AVI",2999.68,6.25,"BOY12","2022-04-15T00:00:00","NH63","Woylie1","Bipedal","Vigilance",NA,"STATE",393.861,395.787,1.926,"",NA,"TASH",2022-04-15,"RCNX0014.AVI",2022-04-16 19:36:00,"R5","C",2022-04-16,19H 36M 0S,2022-04-16 19:36:00,2,NA,0,3,1," 956000014804390",219.045,0.00879271382592618
"42","Boyicup","BOY12","Boy12_NH63_20220415_TASH","2/05/2023 13:19",NA,"C:/Users/21116718/Desktop/Boy12_NH63_20220415/RCNX0014.AVI",2999.68,6.25,"BOY12","2022-04-15T00:00:00","NH63","Woylie1","Move","Other",NA,"STATE",395.788,401.964,6.176,"",NA,"TASH",2022-04-15,"RCNX0014.AVI",2022-04-16 19:36:00,"R5","C",2022-04-16,19H 36M 0S,2022-04-16 19:36:00,2,NA,0,3,1," 956000014804390",219.045,0.0281951197242576
"43","Boyicup","BOY12","Boy12_NH63_20220415_TASH","2/05/2023 13:19",NA,"C:/Users/21116718/Desktop/Boy12_NH63_20220415/RCNX0015.AVI",2999.68,6.25,"BOY12","2022-04-15T00:00:00","NH63","Woylie1","Sniff station/cue","Exploration",NA,"STATE",417.694,423.768,6.074,"",NA,"TASH",2022-04-15,"RCNX0015.AVI",2022-04-16 19:43:00,"R5","C",2022-04-16,19H 43M 0S,2022-04-16 19:43:00,2,NA,420,4,1," 956000014804390",100.829,0.0602406053813883
"44","Boyicup","BOY12","Boy12_NH63_20220415_TASH","2/05/2023 13:19",NA,"C:/Users/21116718/Desktop/Boy12_NH63_20220415/RCNX0015.AVI",2999.68,6.25,"BOY12","2022-04-15T00:00:00","NH63","Woylie1","Forage","Foraging",NA,"STATE",423.769,426.118,2.349,"",NA,"TASH",2022-04-15,"RCNX0015.AVI",2022-04-16 19:43:00,"R5","C",2022-04-16,19H 43M 0S,2022-04-16 19:43:00,2,NA,0,4,1," 956000014804390",100.829,0.0232968689563518
"45","Boyicup","BOY12","Boy12_NH63_20220415_TASH","2/05/2023 13:19",NA,"C:/Users/21116718/Desktop/Boy12_NH63_20220415/RCNX0015.AVI",2999.68,6.25,"BOY12","2022-04-15T00:00:00","NH63","Woylie1","Bipedal","Vigilance",NA,"STATE",426.119,427.942,1.823,"",NA,"TASH",2022-04-15,"RCNX0015.AVI",2022-04-16 19:43:00,"R5","C",2022-04-16,19H 43M 0S,2022-04-16 19:43:00,2,NA,0,4,1," 956000014804390",100.829,0.018080115839689
"46","Boyicup","BOY12","Boy12_NH63_20220415_TASH","2/05/2023 13:19",NA,"C:/Users/21116718/Desktop/Boy12_NH63_20220415/RCNX0015.AVI",2999.68,6.25,"BOY12","2022-04-15T00:00:00","NH63","Woylie1","Sniff station/cue","Exploration",NA,"STATE",427.943,428.648,0.705,"",NA,"TASH",2022-04-15,"RCNX0015.AVI",2022-04-16 19:43:00,"R5","C",2022-04-16,19H 43M 0S,2022-04-16 19:43:00,2,NA,0,4,1," 956000014804390",100.829,0.00699203602138274
"47","Boyicup","BOY12","Boy12_NH63_20220415_TASH","2/05/2023 13:19",NA,"C:/Users/21116718/Desktop/Boy12_NH63_20220415/RCNX0015.AVI",2999.68,6.25,"BOY12","2022-04-15T00:00:00","NH63","Woylie1","Forage","Foraging",NA,"STATE",428.649,440.823,12.174,"",NA,"TASH",2022-04-15,"RCNX0015.AVI",2022-04-16 19:43:00,"R5","C",2022-04-16,19H 43M 0S,2022-04-16 19:43:00,2,NA,0,4,1," 956000014804390",100.829,0.120739073084133
"48","Boyicup","BOY12","Boy12_NH63_20220415_TASH","2/05/2023 13:19",NA,"C:/Users/21116718/Desktop/Boy12_NH63_20220415/RCNX0015.AVI",2999.68,6.25,"BOY12","2022-04-15T00:00:00","NH63","Woylie1","Bipedal","Vigilance",NA,"STATE",440.824,441.47,0.646,"",NA,"TASH",2022-04-15,"RCNX0015.AVI",2022-04-16 19:43:00,"R5","C",2022-04-16,19H 43M 0S,2022-04-16 19:43:00,2,NA,0,4,1," 956000014804390",100.829,0.00640688690753652
"49","Boyicup","BOY12","Boy12_NH63_20220415_TASH","2/05/2023 13:19",NA,"C:/Users/21116718/Desktop/Boy12_NH63_20220415/RCNX0015.AVI",2999.68,6.25,"BOY12","2022-04-15T00:00:00","NH63","Woylie1","Forage","Foraging",NA,"STATE",441.471,446.448,4.977,"",NA,"TASH",2022-04-15,"RCNX0015.AVI",2022-04-16 19:43:00,"R5","C",2022-04-16,19H 43M 0S,2022-04-16 19:43:00,2,NA,0,4,1," 956000014804390",100.829,0.0493607989764849
"50","Boyicup","BOY12","Boy12_NH63_20220415_TASH","2/05/2023 13:19",NA,"C:/Users/21116718/Desktop/Boy12_NH63_20220415/RCNX0015.AVI",2999.68,6.25,"BOY12","2022-04-15T00:00:00","NH63","Woylie1","Sniff station/cue","Exploration",NA,"STATE",446.449,447.772,1.323,"",NA,"TASH",2022-04-15,"RCNX0015.AVI",2022-04-16 19:43:00,"R5","C",2022-04-16,19H 43M 0S,2022-04-16 19:43:00,2,NA,0,4,1," 956000014804390",100.829,0.0131212250443821
"51","Boyicup","BOY12","Boy12_NH63_20220415_TASH","2/05/2023 13:19",NA,"C:/Users/21116718/Desktop/Boy12_NH63_20220415/RCNX0016.AVI",2999.68,6.25,"BOY12","2022-04-15T00:00:00","NH63","Woylie1","Forage","Foraging",NA,"STATE",447.773,448.521,0.748,"",NA,"TASH",2022-04-15,"RCNX0016.AVI",2022-04-16 19:43:00,"R5","C",2022-04-16,19H 43M 0S,2022-04-16 19:43:00,2,NA,0,4,1," 956000014804390",100.829,0.00741850062977913
"52","Boyicup","BOY12","Boy12_NH63_20220415_TASH","2/05/2023 13:19",NA,"C:/Users/21116718/Desktop/Boy12_NH63_20220415/RCNX0016.AVI",2999.68,6.25,"BOY12","2022-04-15T00:00:00","NH63","Woylie1","Move","Other",NA,"STATE",448.522,453.473,4.951,"",NA,"TASH",2022-04-15,"RCNX0016.AVI",2022-04-16 19:43:00,"R5","C",2022-04-16,19H 43M 0S,2022-04-16 19:43:00,2,NA,0,4,1," 956000014804390",100.829,0.049102936655129
