"","Site","Station_Ammend","Observation.id","Observation.date","Description","Media.file","Total.length","FPS","Station","Start.Date","SD_card","Subject","Behavior","Behavioral.category","Modifiers","Behavior.type","Start..s.","Stop..s.","Duration..s.","Comment.start","Comment.stop","Observer","StationDeployDate","Video_file_name","Date.modified","RFID","Treatment","Date_recorded","Time_recorded","RFID_DateTime","Night","Exclude","time_diff","group_id","inds","Individual_ID","group_sum","Behave_prop"
"159","Boyicup","BOY3","Boy3_NH52_20220415_HAZE","26/05/2023 10:04",NA,"I:/Woylie_scoring/Woylie_videos/Boy3_NH52_20220415/SYCW0058.AVI",796.38,30,"BOY3","2022-04-15T00:00:00","NH52","Woylie1","Forage","Foraging",NA,"STATE",41.29,43.841,2.551,"",NA,"HAZE",2022-04-15,"SYCW0058.AVI",2022-04-15 21:26:00,"R10","C",2022-04-15,21H 26M 0S,2022-04-15 21:26:00,1,NA,0,2,1," 956000014810224",46.578,0.0547683455708704
"160","Boyicup","BOY3","Boy3_NH52_20220415_HAZE","26/05/2023 10:04",NA,"I:/Woylie_scoring/Woylie_videos/Boy3_NH52_20220415/SYCW0058.AVI",796.38,30,"BOY3","2022-04-15T00:00:00","NH52","Woylie1","Bipedal","Vigilance",NA,"STATE",43.842,51.292,7.45,"",NA,"HAZE",2022-04-15,"SYCW0058.AVI",2022-04-15 21:26:00,"R10","C",2022-04-15,21H 26M 0S,2022-04-15 21:26:00,1,NA,0,2,1," 956000014810224",46.578,0.159946755979218
"161","Boyicup","BOY3","Boy3_NH52_20220415_HAZE","26/05/2023 10:04",NA,"I:/Woylie_scoring/Woylie_videos/Boy3_NH52_20220415/SYCW0058.AVI",796.38,30,"BOY3","2022-04-15T00:00:00","NH52","Woylie1","Move","Other",NA,"STATE",51.293,53.792,2.499,"",NA,"HAZE",2022-04-15,"SYCW0058.AVI",2022-04-15 21:26:00,"R10","C",2022-04-15,21H 26M 0S,2022-04-15 21:26:00,1,NA,0,2,1," 956000014810224",46.578,0.0536519386834986
"162","Boyicup","BOY3","Boy3_NH52_20220415_HAZE","26/05/2023 10:04",NA,"I:/Woylie_scoring/Woylie_videos/Boy3_NH52_20220415/SYCW0059.AVI",796.38,30,"BOY3","2022-04-15T00:00:00","NH52","Woylie1","Sniff station/cue","Exploration",NA,"STATE",61.29,64.502,3.212,"",NA,"HAZE",2022-04-15,"SYCW0059.AVI",2022-04-15 21:27:00,"R10","C",2022-04-15,21H 27M 0S,2022-04-15 21:27:00,1,NA,60,2,1," 956000014810224",46.578,0.0689595946584224
"163","Boyicup","BOY3","Boy3_NH52_20220415_HAZE","26/05/2023 10:04",NA,"I:/Woylie_scoring/Woylie_videos/Boy3_NH52_20220415/SYCW0059.AVI",796.38,30,"BOY3","2022-04-15T00:00:00","NH52","Woylie1","Enter station","Exploration",NA,"STATE",64.503,67.204,2.701,"",NA,"HAZE",2022-04-15,"SYCW0059.AVI",2022-04-15 21:27:00,"R10","C",2022-04-15,21H 27M 0S,2022-04-15 21:27:00,1,NA,0,2,1," 956000014810224",46.578,0.0579887500536734
"164","Boyicup","BOY3","Boy3_NH52_20220415_HAZE","26/05/2023 10:04",NA,"I:/Woylie_scoring/Woylie_videos/Boy3_NH52_20220415/SYCW0059.AVI",796.38,30,"BOY3","2022-04-15T00:00:00","NH52","Woylie1","Bipedal","Vigilance",NA,"STATE",67.205,69.156,1.951,"",NA,"HAZE",2022-04-15,"SYCW0059.AVI",2022-04-15 21:27:00,"R10","C",2022-04-15,21H 27M 0S,2022-04-15 21:27:00,1,NA,0,2,1," 956000014810224",46.578,0.0418867276396582
"165","Boyicup","BOY3","Boy3_NH52_20220415_HAZE","26/05/2023 10:04",NA,"I:/Woylie_scoring/Woylie_videos/Boy3_NH52_20220415/SYCW0059.AVI",796.38,30,"BOY3","2022-04-15T00:00:00","NH52","Woylie1","Move","Other",NA,"STATE",69.157,71.532,2.375,"",NA,"HAZE",2022-04-15,"SYCW0059.AVI",2022-04-15 21:27:00,"R10","C",2022-04-15,21H 27M 0S,2022-04-15 21:27:00,1,NA,0,2,1," 956000014810224",46.578,0.0509897376443815
"166","Boyicup","BOY3","Boy3_NH52_20220415_HAZE","26/05/2023 10:04",NA,"I:/Woylie_scoring/Woylie_videos/Boy3_NH52_20220415/SYCW0059.AVI",796.38,30,"BOY3","2022-04-15T00:00:00","NH52","Woylie1","Forage","Foraging",NA,"STATE",77.416,79.248,1.832,"",NA,"HAZE",2022-04-15,"SYCW0059.AVI",2022-04-15 21:27:00,"R10","C",2022-04-15,21H 27M 0S,2022-04-15 21:27:00,1,NA,0,2,1," 956000014810224",46.578,0.0393318734166345
"167","Boyicup","BOY3","Boy3_NH52_20220415_HAZE","26/05/2023 10:04",NA,"I:/Woylie_scoring/Woylie_videos/Boy3_NH52_20220415/SYCW0059.AVI",796.38,30,"BOY3","2022-04-15T00:00:00","NH52","Woylie1","Sniff station/cue","Exploration",NA,"STATE",79.249,90.443,11.194,"",NA,"HAZE",2022-04-15,"SYCW0059.AVI",2022-04-15 21:27:00,"R10","C",2022-04-15,21H 27M 0S,2022-04-15 21:27:00,1,NA,0,2,1," 956000014810224",46.578,0.240328051869982
"168","Boyicup","BOY3","Boy3_NH52_20220415_HAZE","26/05/2023 10:04",NA,"I:/Woylie_scoring/Woylie_videos/Boy3_NH52_20220415/SYCW0059.AVI",796.38,30,"BOY3","2022-04-15T00:00:00","NH52","Woylie1","Enter station","Exploration",NA,"STATE",90.444,91.26,0.816,"",NA,"HAZE",2022-04-15,"SYCW0059.AVI",2022-04-15 21:27:00,"R10","C",2022-04-15,21H 27M 0S,2022-04-15 21:27:00,1,NA,0,2,1," 956000014810224",46.578,0.0175190003864485
"169","Boyicup","BOY3","Boy3_NH52_20220415_HAZE","26/05/2023 10:04",NA,"I:/Woylie_scoring/Woylie_videos/Boy3_NH52_20220415/SYCW0066.AVI",796.38,30,"BOY3","2022-04-15T00:00:00","NH52","Woylie1","Forage","Foraging",NA,"STATE",153.3,165.919,12.619,"",NA,"HAZE",2022-04-15,"SYCW0066.AVI",2022-04-15 21:56:00,"R10","C",2022-04-15,21H 56M 0S,2022-04-15 21:56:00,1,NA,720,5,1," 956000014833211",162.171,0.0778129258622072
"170","Boyicup","BOY3","Boy3_NH52_20220415_HAZE","26/05/2023 10:04",NA,"I:/Woylie_scoring/Woylie_videos/Boy3_NH52_20220415/SYCW0066.AVI",796.38,30,"BOY3","2022-04-15T00:00:00","NH52","Woylie1","Sniff station/cue","Exploration",NA,"STATE",165.92,193.328,27.408,"",NA,"HAZE",2022-04-15,"SYCW0066.AVI",2022-04-15 21:56:00,"R10","C",2022-04-15,21H 56M 0S,2022-04-15 21:56:00,1,NA,0,5,1," 956000014833211",162.171,0.169006789129992
"171","Boyicup","BOY3","Boy3_NH52_20220415_HAZE","26/05/2023 10:04",NA,"I:/Woylie_scoring/Woylie_videos/Boy3_NH52_20220415/SYCW0067.AVI",796.38,30,"BOY3","2022-04-15T00:00:00","NH52","Woylie1","Enter station","Exploration",NA,"STATE",193.329,195.695,2.366,"",NA,"HAZE",2022-04-15,"SYCW0067.AVI",2022-04-15 21:56:00,"R10","C",2022-04-15,21H 56M 0S,2022-04-15 21:56:00,1,NA,0,5,1," 956000014833211",162.171,0.0145895382035012
"172","Boyicup","BOY3","Boy3_NH52_20220415_HAZE","26/05/2023 10:04",NA,"I:/Woylie_scoring/Woylie_videos/Boy3_NH52_20220415/SYCW0067.AVI",796.38,30,"BOY3","2022-04-15T00:00:00","NH52","Woylie1","Sniff station/cue","Exploration",NA,"STATE",195.71,203.268,7.558,"",NA,"HAZE",2022-04-15,"SYCW0067.AVI",2022-04-15 21:56:00,"R10","C",2022-04-15,21H 56M 0S,2022-04-15 21:56:00,1,NA,0,5,1," 956000014833211",162.171,0.0466051266872622
"173","Boyicup","BOY3","Boy3_NH52_20220415_HAZE","26/05/2023 10:04",NA,"I:/Woylie_scoring/Woylie_videos/Boy3_NH52_20220415/SYCW0067.AVI",796.38,30,"BOY3","2022-04-15T00:00:00","NH52","Woylie1","Bipedal","Vigilance",NA,"STATE",203.269,214.469,11.2,"",NA,"HAZE",2022-04-15,"SYCW0067.AVI",2022-04-15 21:56:00,"R10","C",2022-04-15,21H 56M 0S,2022-04-15 21:56:00,1,NA,0,5,1," 956000014833211",162.171,0.0690629027384674
"174","Boyicup","BOY3","Boy3_NH52_20220415_HAZE","26/05/2023 10:04",NA,"I:/Woylie_scoring/Woylie_videos/Boy3_NH52_20220415/SYCW0068.AVI",796.38,30,"BOY3","2022-04-15T00:00:00","NH52","Woylie1","Sniff station/cue","Exploration",NA,"STATE",214.47,215.569,1.099,"",NA,"HAZE",2022-04-15,"SYCW0068.AVI",2022-04-15 21:57:00,"R10","C",2022-04-15,21H 57M 0S,2022-04-15 21:57:00,1,NA,60,5,1," 956000014833211",162.171,0.00677679733121212
"175","Boyicup","BOY3","Boy3_NH52_20220415_HAZE","26/05/2023 10:04",NA,"I:/Woylie_scoring/Woylie_videos/Boy3_NH52_20220415/SYCW0068.AVI",796.38,30,"BOY3","2022-04-15T00:00:00","NH52","Woylie1","Bipedal","Vigilance",NA,"STATE",215.57,229.9,14.33,"",NA,"HAZE",2022-04-15,"SYCW0068.AVI",2022-04-15 21:57:00,"R10","C",2022-04-15,21H 57M 0S,2022-04-15 21:57:00,1,NA,0,5,1," 956000014833211",162.171,0.0883635175216284
"176","Boyicup","BOY3","Boy3_NH52_20220415_HAZE","26/05/2023 10:04",NA,"I:/Woylie_scoring/Woylie_videos/Boy3_NH52_20220415/SYCW0068.AVI",796.38,30,"BOY3","2022-04-15T00:00:00","NH52","Woylie1","Sniff station/cue","Exploration",NA,"STATE",229.901,237.351,7.45,"",NA,"HAZE",2022-04-15,"SYCW0068.AVI",2022-04-15 21:57:00,"R10","C",2022-04-15,21H 57M 0S,2022-04-15 21:57:00,1,NA,0,5,1," 956000014833211",162.171,0.0459391629822841
"177","Boyicup","BOY3","Boy3_NH52_20220415_HAZE","26/05/2023 10:04",NA,"I:/Woylie_scoring/Woylie_videos/Boy3_NH52_20220415/SYCW0068.AVI",796.38,30,"BOY3","2022-04-15T00:00:00","NH52","Woylie1","Enter station","Exploration",NA,"STATE",237.352,238.647,1.295,"",NA,"HAZE",2022-04-15,"SYCW0068.AVI",2022-04-15 21:57:00,"R10","C",2022-04-15,21H 57M 0S,2022-04-15 21:57:00,1,NA,0,5,1," 956000014833211",162.171,0.0079853981291353
"178","Boyicup","BOY3","Boy3_NH52_20220415_HAZE","26/05/2023 10:04",NA,"I:/Woylie_scoring/Woylie_videos/Boy3_NH52_20220415/SYCW0068.AVI",796.38,30,"BOY3","2022-04-15T00:00:00","NH52","Woylie1","Bipedal","Vigilance",NA,"STATE",238.648,241.135,2.487,"",NA,"HAZE",2022-04-15,"SYCW0068.AVI",2022-04-15 21:57:00,"R10","C",2022-04-15,21H 57M 0S,2022-04-15 21:57:00,1,NA,0,5,1," 956000014833211",162.171,0.0153356642063008
"179","Boyicup","BOY3","Boy3_NH52_20220415_HAZE","26/05/2023 10:04",NA,"I:/Woylie_scoring/Woylie_videos/Boy3_NH52_20220415/SYCW0068.AVI",796.38,30,"BOY3","2022-04-15T00:00:00","NH52","Woylie1","Sniff station/cue","Exploration",NA,"STATE",241.136,247.201,6.065,"",NA,"HAZE",2022-04-15,"SYCW0068.AVI",2022-04-15 21:57:00,"R10","C",2022-04-15,21H 57M 0S,2022-04-15 21:57:00,1,NA,0,5,1," 956000014833211",162.171,0.0373987950990004
"180","Boyicup","BOY3","Boy3_NH52_20220415_HAZE","26/05/2023 10:04",NA,"I:/Woylie_scoring/Woylie_videos/Boy3_NH52_20220415/SYCW0069.AVI",796.38,30,"BOY3","2022-04-15T00:00:00","NH52","Woylie1","Enter station","Exploration",NA,"STATE",247.202,248.132,0.93,"",NA,"HAZE",2022-04-15,"SYCW0069.AVI",2022-04-15 21:58:00,"R10","C",2022-04-15,21H 58M 0S,2022-04-15 21:58:00,1,NA,60,5,1," 956000014833211",162.171,0.00573468745953346
"181","Boyicup","BOY3","Boy3_NH52_20220415_HAZE","26/05/2023 10:04",NA,"I:/Woylie_scoring/Woylie_videos/Boy3_NH52_20220415/SYCW0069.AVI",796.38,30,"BOY3","2022-04-15T00:00:00","NH52","Woylie1","Bipedal","Vigilance",NA,"STATE",248.133,250.174,2.041,"",NA,"HAZE",2022-04-15,"SYCW0069.AVI",2022-04-15 21:58:00,"R10","C",2022-04-15,21H 58M 0S,2022-04-15 21:58:00,1,NA,0,5,1," 956000014833211",162.171,0.0125854807579654
"182","Boyicup","BOY3","Boy3_NH52_20220415_HAZE","26/05/2023 10:04",NA,"I:/Woylie_scoring/Woylie_videos/Boy3_NH52_20220415/SYCW0069.AVI",796.38,30,"BOY3","2022-04-15T00:00:00","NH52","Woylie1","Sniff station/cue","Exploration",NA,"STATE",250.175,255.639,5.464,"",NA,"HAZE",2022-04-15,"SYCW0069.AVI",2022-04-15 21:58:00,"R10","C",2022-04-15,21H 58M 0S,2022-04-15 21:58:00,1,NA,0,5,1," 956000014833211",162.171,0.0336928304074095
"183","Boyicup","BOY3","Boy3_NH52_20220415_HAZE","26/05/2023 10:04",NA,"I:/Woylie_scoring/Woylie_videos/Boy3_NH52_20220415/SYCW0069.AVI",796.38,30,"BOY3","2022-04-15T00:00:00","NH52","Woylie1","Bipedal","Vigilance",NA,"STATE",255.64,257.742,2.102,"",NA,"HAZE",2022-04-15,"SYCW0069.AVI",2022-04-15 21:58:00,"R10","C",2022-04-15,21H 58M 0S,2022-04-15 21:58:00,1,NA,0,5,1," 956000014833211",162.171,0.0129616269246659
"184","Boyicup","BOY3","Boy3_NH52_20220415_HAZE","26/05/2023 10:04",NA,"I:/Woylie_scoring/Woylie_videos/Boy3_NH52_20220415/SYCW0069.AVI",796.38,30,"BOY3","2022-04-15T00:00:00","NH52","Woylie1","Sniff station/cue","Exploration",NA,"STATE",257.743,282.797,25.054,"",NA,"HAZE",2022-04-15,"SYCW0069.AVI",2022-04-15 21:58:00,"R10","C",2022-04-15,21H 58M 0S,2022-04-15 21:58:00,1,NA,0,5,1," 956000014833211",162.171,0.154491246893711
"185","Boyicup","BOY3","Boy3_NH52_20220415_HAZE","26/05/2023 10:04",NA,"I:/Woylie_scoring/Woylie_videos/Boy3_NH52_20220415/SYCW0070.AVI",796.38,30,"BOY3","2022-04-15T00:00:00","NH52","Woylie1","Bipedal","Vigilance",NA,"STATE",282.798,293.024,10.226,"",NA,"HAZE",2022-04-15,"SYCW0070.AVI",2022-04-15 21:58:00,"R10","C",2022-04-15,21H 58M 0S,2022-04-15 21:58:00,1,NA,0,5,1," 956000014833211",162.171,0.0630568967324614
"186","Boyicup","BOY3","Boy3_NH52_20220415_HAZE","26/05/2023 10:04",NA,"I:/Woylie_scoring/Woylie_videos/Boy3_NH52_20220415/SYCW0070.AVI",796.38,30,"BOY3","2022-04-15T00:00:00","NH52","Woylie1","Sniff station/cue","Exploration",NA,"STATE",293.025,299.795,6.77,"",NA,"HAZE",2022-04-15,"SYCW0070.AVI",2022-04-15 21:58:00,"R10","C",2022-04-15,21H 58M 0S,2022-04-15 21:58:00,1,NA,0,5,1," 956000014833211",162.171,0.0417460581731629
"187","Boyicup","BOY3","Boy3_NH52_20220415_HAZE","26/05/2023 10:04",NA,"I:/Woylie_scoring/Woylie_videos/Boy3_NH52_20220415/SYCW0070.AVI",796.38,30,"BOY3","2022-04-15T00:00:00","NH52","Woylie1","Bipedal","Vigilance",NA,"STATE",299.796,313.115,13.319,"",NA,"HAZE",2022-04-15,"SYCW0070.AVI",2022-04-15 21:58:00,"R10","C",2022-04-15,21H 58M 0S,2022-04-15 21:58:00,1,NA,0,5,1," 956000014833211",162.171,0.0821293572833614
"188","Boyicup","BOY3","Boy3_NH52_20220415_HAZE","26/05/2023 10:04",NA,"I:/Woylie_scoring/Woylie_videos/Boy3_NH52_20220415/SYCW0071.AVI",796.38,30,"BOY3","2022-04-15T00:00:00","NH52","Woylie1","Move","Other",NA,"STATE",313.116,315.504,2.388,"",NA,"HAZE",2022-04-15,"SYCW0071.AVI",2022-04-15 21:59:00,"R10","C",2022-04-15,21H 59M 0S,2022-04-15 21:59:00,1,NA,60,5,1," 956000014833211",162.171,0.0147251974767375
"189","Boyicup","BOY5","Boy5_NH10_20220415_HAZE","26/05/2023 11:26",NA,"I:/Woylie_scoring/Woylie_videos/Boy5_NH10_20220415/SYCW0046.AVI",832.18,30,"BOY5","2022-04-15T00:00:00","NH10","Woylie1","Sniff station/cue","Exploration",NA,"STATE",0.09,6.035,5.945,"",NA,"HAZE",2022-04-15,"SYCW0046.AVI",2022-04-17 19:16:00,"R41","F",2022-04-17,19H 16M 0S,2022-04-17 19:16:00,3,NA,NA,1,1," 956000014833688",14.485,0.410424577148775
"190","Boyicup","BOY5","Boy5_NH10_20220415_HAZE","26/05/2023 11:26",NA,"I:/Woylie_scoring/Woylie_videos/Boy5_NH10_20220415/SYCW0046.AVI",832.18,30,"BOY5","2022-04-15T00:00:00","NH10","Woylie1","Enter station","Exploration",NA,"STATE",6.036,9.814,3.778,"",NA,"HAZE",2022-04-15,"SYCW0046.AVI",2022-04-17 19:16:00,"R41","F",2022-04-17,19H 16M 0S,2022-04-17 19:16:00,3,NA,0,1,1," 956000014833688",14.485,0.260821539523645
"191","Boyicup","BOY5","Boy5_NH10_20220415_HAZE","26/05/2023 11:26",NA,"I:/Woylie_scoring/Woylie_videos/Boy5_NH10_20220415/SYCW0046.AVI",832.18,30,"BOY5","2022-04-15T00:00:00","NH10","Woylie1","Bipedal","Vigilance",NA,"STATE",9.815,13.212,3.397,"",NA,"HAZE",2022-04-15,"SYCW0046.AVI",2022-04-17 19:16:00,"R41","F",2022-04-17,19H 16M 0S,2022-04-17 19:16:00,3,NA,0,1,1," 956000014833688",14.485,0.234518467380048
"192","Boyicup","BOY5","Boy5_NH10_20220415_HAZE","26/05/2023 11:26",NA,"I:/Woylie_scoring/Woylie_videos/Boy5_NH10_20220415/SYCW0046.AVI",832.18,30,"BOY5","2022-04-15T00:00:00","NH10","Woylie1","Move","Other",NA,"STATE",13.213,14.578,1.365,"",NA,"HAZE",2022-04-15,"SYCW0046.AVI",2022-04-17 19:16:00,"R41","F",2022-04-17,19H 16M 0S,2022-04-17 19:16:00,3,NA,0,1,1," 956000014833688",14.485,0.0942354159475319
"193","Boyicup","BOY6","Boy6_NH02_20220415_HAZE","26/05/2023 12:11",NA,"I:/Woylie_scoring/Woylie_videos/Boy6_NH02_20220415/RCNX0042.AVI",2256,6.25,"BOY6","2022-04-15T00:00:00","NH02","Woylie1","Forage","Foraging",NA,"STATE",1173.18,1181.798,8.618,"",NA,"HAZE",2022-04-15,"RCNX0042.AVI",2022-04-17 18:28:00,"R60","C",2022-04-17,18H 28M 0S,2022-04-17 18:28:00,3,NA,57060,10,1," 956000014833002",273.467,0.0315138572478581
"194","Boyicup","BOY6","Boy6_NH02_20220415_HAZE","26/05/2023 12:11",NA,"I:/Woylie_scoring/Woylie_videos/Boy6_NH02_20220415/RCNX0042.AVI",2256,6.25,"BOY6","2022-04-15T00:00:00","NH02","Woylie1","Sniff station/cue","Exploration",NA,"STATE",1181.799,1199.275,17.476,"",NA,"HAZE",2022-04-15,"RCNX0042.AVI",2022-04-17 18:28:00,"R60","C",2022-04-17,18H 28M 0S,2022-04-17 18:28:00,3,NA,0,10,1," 956000014833002",273.467,0.0639053340988127
"195","Boyicup","BOY6","Boy6_NH02_20220415_HAZE","26/05/2023 12:11",NA,"I:/Woylie_scoring/Woylie_videos/Boy6_NH02_20220415/RCNX0042.AVI",2256,6.25,"BOY6","2022-04-15T00:00:00","NH02","Woylie1","Bipedal","Vigilance",NA,"STATE",1199.276,1201.155,1.879,"",NA,"HAZE",2022-04-15,"RCNX0042.AVI",2022-04-17 18:28:00,"R60","C",2022-04-17,18H 28M 0S,2022-04-17 18:28:00,3,NA,0,10,1," 956000014833002",273.467,0.00687103014257662
"196","Boyicup","BOY6","Boy6_NH02_20220415_HAZE","26/05/2023 12:11",NA,"I:/Woylie_scoring/Woylie_videos/Boy6_NH02_20220415/RCNX0042.AVI",2256,6.25,"BOY6","2022-04-15T00:00:00","NH02","Woylie1","Sniff station/cue","Exploration",NA,"STATE",1201.156,1203.229,2.073,"",NA,"HAZE",2022-04-15,"RCNX0042.AVI",2022-04-17 18:28:00,"R60","C",2022-04-17,18H 28M 0S,2022-04-17 18:28:00,3,NA,0,10,1," 956000014833002",273.467,0.00758043932174632
"197","Boyicup","BOY6","Boy6_NH02_20220415_HAZE","26/05/2023 12:11",NA,"I:/Woylie_scoring/Woylie_videos/Boy6_NH02_20220415/RCNX0043.AVI",2256,6.25,"BOY6","2022-04-15T00:00:00","NH02","Woylie1","Bipedal","Vigilance",NA,"STATE",1203.23,1233.2,29.97,"",NA,"HAZE",2022-04-15,"RCNX0043.AVI",2022-04-17 18:29:00,"R60","C",2022-04-17,18H 29M 0S,2022-04-17 18:29:00,3,NA,60,10,1," 956000014833002",273.467,0.10959274793668
"198","Boyicup","BOY6","Boy6_NH02_20220415_HAZE","26/05/2023 12:11",NA,"I:/Woylie_scoring/Woylie_videos/Boy6_NH02_20220415/RCNX0044.AVI",2256,6.25,"BOY6","2022-04-15T00:00:00","NH02","Woylie1","Sniff station/cue","Exploration",NA,"STATE",1233.34,1235.432,2.092,"",NA,"HAZE",2022-04-15,"RCNX0044.AVI",2022-04-17 18:30:00,"R60","C",2022-04-17,18H 30M 0S,2022-04-17 18:30:00,3,NA,60,10,1," 956000014833002",273.467,0.00764991754032479
"199","Boyicup","BOY6","Boy6_NH02_20220415_HAZE","26/05/2023 12:11",NA,"I:/Woylie_scoring/Woylie_videos/Boy6_NH02_20220415/RCNX0044.AVI",2256,6.25,"BOY6","2022-04-15T00:00:00","NH02","Woylie1","Bipedal","Vigilance",NA,"STATE",1235.433,1236.508,1.075,"",NA,"HAZE",2022-04-15,"RCNX0044.AVI",2022-04-17 18:30:00,"R60","C",2022-04-17,18H 30M 0S,2022-04-17 18:30:00,3,NA,0,10,1," 956000014833002",273.467,0.00393100447220323
"200","Boyicup","BOY6","Boy6_NH02_20220415_HAZE","26/05/2023 12:11",NA,"I:/Woylie_scoring/Woylie_videos/Boy6_NH02_20220415/RCNX0044.AVI",2256,6.25,"BOY6","2022-04-15T00:00:00","NH02","Woylie1","Sniff station/cue","Exploration",NA,"STATE",1236.509,1239.705,3.196,"",NA,"HAZE",2022-04-15,"RCNX0044.AVI",2022-04-17 18:30:00,"R60","C",2022-04-17,18H 30M 0S,2022-04-17 18:30:00,3,NA,0,10,1," 956000014833002",273.467,0.0116869677145689
"201","Boyicup","BOY6","Boy6_NH02_20220415_HAZE","26/05/2023 12:11",NA,"I:/Woylie_scoring/Woylie_videos/Boy6_NH02_20220415/RCNX0044.AVI",2256,6.25,"BOY6","2022-04-15T00:00:00","NH02","Woylie1","Enter station","Exploration",NA,"STATE",1239.706,1241.754,2.048,"",NA,"HAZE",2022-04-15,"RCNX0044.AVI",2022-04-17 18:30:00,"R60","C",2022-04-17,18H 30M 0S,2022-04-17 18:30:00,3,NA,0,10,1," 956000014833002",273.467,0.00748902061309043
"202","Boyicup","BOY6","Boy6_NH02_20220415_HAZE","26/05/2023 12:11",NA,"I:/Woylie_scoring/Woylie_videos/Boy6_NH02_20220415/RCNX0044.AVI",2256,6.25,"BOY6","2022-04-15T00:00:00","NH02","Woylie1","Bipedal","Vigilance",NA,"STATE",1241.755,1263.28,21.525,"",NA,"HAZE",2022-04-15,"RCNX0044.AVI",2022-04-17 18:30:00,"R60","C",2022-04-17,18H 30M 0S,2022-04-17 18:30:00,3,NA,0,10,1," 956000014833002",273.467,0.0787115081527204
"203","Boyicup","BOY6","Boy6_NH02_20220415_HAZE","26/05/2023 12:11",NA,"I:/Woylie_scoring/Woylie_videos/Boy6_NH02_20220415/RCNX0045.AVI",2256,6.25,"BOY6","2022-04-15T00:00:00","NH02","Woylie1","Bipedal","Vigilance",NA,"STATE",1263.57,1264.348,0.778,"",NA,"HAZE",2022-04-15,"RCNX0045.AVI",2022-04-17 18:31:00,"R60","C",2022-04-17,18H 31M 0S,2022-04-17 18:31:00,3,NA,60,10,1," 956000014833002",273.467,0.00284495021337127
"204","Boyicup","BOY6","Boy6_NH02_20220415_HAZE","26/05/2023 12:11",NA,"I:/Woylie_scoring/Woylie_videos/Boy6_NH02_20220415/RCNX0045.AVI",2256,6.25,"BOY6","2022-04-15T00:00:00","NH02","Woylie1","Sniff station/cue","Exploration",NA,"STATE",1264.349,1265.548,1.199,"",NA,"HAZE",2022-04-15,"RCNX0045.AVI",2022-04-17 18:31:00,"R60","C",2022-04-17,18H 31M 0S,2022-04-17 18:31:00,3,NA,0,10,1," 956000014833002",273.467,0.00438444126713644
"205","Boyicup","BOY6","Boy6_NH02_20220415_HAZE","26/05/2023 12:11",NA,"I:/Woylie_scoring/Woylie_videos/Boy6_NH02_20220415/RCNX0045.AVI",2256,6.25,"BOY6","2022-04-15T00:00:00","NH02","Woylie1","Bipedal","Vigilance",NA,"STATE",1265.549,1267.895,2.346,"",NA,"HAZE",2022-04-15,"RCNX0045.AVI",2022-04-17 18:31:00,"R60","C",2022-04-17,18H 31M 0S,2022-04-17 18:31:00,3,NA,0,10,1," 956000014833002",273.467,0.00857873162026863
"206","Boyicup","BOY6","Boy6_NH02_20220415_HAZE","26/05/2023 12:11",NA,"I:/Woylie_scoring/Woylie_videos/Boy6_NH02_20220415/RCNX0045.AVI",2256,6.25,"BOY6","2022-04-15T00:00:00","NH02","Woylie1","Sniff station/cue","Exploration",NA,"STATE",1267.896,1269.573,1.677,"",NA,"HAZE",2022-04-15,"RCNX0045.AVI",2022-04-17 18:31:00,"R60","C",2022-04-17,18H 31M 0S,2022-04-17 18:31:00,3,NA,0,10,1," 956000014833002",273.467,0.00613236697663704
"207","Boyicup","BOY6","Boy6_NH02_20220415_HAZE","26/05/2023 12:11",NA,"I:/Woylie_scoring/Woylie_videos/Boy6_NH02_20220415/RCNX0045.AVI",2256,6.25,"BOY6","2022-04-15T00:00:00","NH02","Woylie1","Enter station","Exploration",NA,"STATE",1269.574,1271.572,1.998,"",NA,"HAZE",2022-04-15,"RCNX0045.AVI",2022-04-17 18:31:00,"R60","C",2022-04-17,18H 31M 0S,2022-04-17 18:31:00,3,NA,0,10,1," 956000014833002",273.467,0.00730618319577865
"208","Boyicup","BOY6","Boy6_NH02_20220415_HAZE","26/05/2023 12:11",NA,"I:/Woylie_scoring/Woylie_videos/Boy6_NH02_20220415/RCNX0045.AVI",2256,6.25,"BOY6","2022-04-15T00:00:00","NH02","Woylie1","Bipedal","Vigilance",NA,"STATE",1271.573,1293.36,21.787,"",NA,"HAZE",2022-04-15,"RCNX0045.AVI",2022-04-17 18:31:00,"R60","C",2022-04-17,18H 31M 0S,2022-04-17 18:31:00,3,NA,0,10,1," 956000014833002",273.467,0.0796695762194342
"209","Boyicup","BOY6","Boy6_NH02_20220415_HAZE","26/05/2023 12:11",NA,"I:/Woylie_scoring/Woylie_videos/Boy6_NH02_20220415/RCNX0046.AVI",2256,6.25,"BOY6","2022-04-15T00:00:00","NH02","Woylie1","Sniff station/cue","Exploration",NA,"STATE",1293.47,1295.243,1.773,"",NA,"HAZE",2022-04-15,"RCNX0046.AVI",2022-04-17 18:32:00,"R60","C",2022-04-17,18H 32M 0S,2022-04-17 18:32:00,3,NA,60,10,1," 956000014833002",273.467,0.00648341481787565
