,Date,Trap,Site,Animal_No,Microchip,Left_ear,Right_ear,Sex,Repro_status,PY_CR,Age,Time,Handler,Approach,Bag_on,Door_open,Bag_before,Bag_during,Vocalise,Heavy_breathing,Trap_damage,Joey_eject,No_Caps,previous_captures,Total_prev_caps,Cumulative_score,Haven,Region,Animal_ID
593,13/10/2022,H6,DNWS,5707ANHAA,NA,W0516,W0517,F,SUC_LACA,10,A,9:06,8,1,1,1,1,1,0,0,0,0,4,2,6,5,Havened,Dryandra,5707ANHAA
594,13/10/2022,H7,DNWS,6252ANHAA,NA,W1301,W1302,F,LAC_OSP,120,A,9:17,8,0,0,0,0,0,0,0,0,0,2,2,4,0,Havened,Dryandra,6252ANHAA
595,13/10/2022,H8,DNWS,6521ANHAA,NA,W1754,W1755,M,NA,NA,A,9:25,8,1,1,1,0,1,0,0,1,0,0,2,2,4,Havened,Dryandra,6521ANHAA
596,14/10/2022,A1,DNWS,6551ANHAA,NA,W1812,W1874,F,NA,NA,J,6:18,9,2,1,1,1,1,0,0,0,NA,0,1,1,6,Havened,Dryandra,6551ANHAA
597,14/10/2022,A2,DNWS,6267ANHAA,NA,W1562,W1563,F,SUCKLING,80,A,6:10,9,0,1,1,1,1,0,0,0,0,1,1,2,4,Havened,Dryandra,6267ANHAA
598,14/10/2022,A3,DNWS,6274ANHAA,NA,W1557,W1559,M,NA,NA,A,8:32,9,1,1,1,1,1,0,0,0,NA,1,2,3,5,Havened,Dryandra,6274ANHAA
599,14/10/2022,A4,DNWS,6217ANHAA,NA,W0978,W0979,F,LAC_OSP,NA,A,7:42,10,0,0,0,0,0,0,0,0,0,4,4,8,0,Havened,Dryandra,6217ANHAA
600,14/10/2022,A5,DNWS,5920ANHAA,NA,W0678,W0679,F,SUCKLING,90,A,7:54,10,0,0,1,0,0,0,0,0,0,5,2,7,1,Havened,Dryandra,5920ANHAA
601,14/10/2022,A7,DNWS,5701ANHAA,NA,N8724,N8725,F,SUCKLING,80,A,7:00,8,1,1,1,0,1,1,0,0,1,5,3,8,4,Havened,Dryandra,5701ANHAA
602,14/10/2022,A8,DNWS,6525ANHAA,NA,W1694,W1695,F,SUCKLING,30,A,7:12,8,1,1,1,0,1,0,0,0,0,0,2,2,4,Havened,Dryandra,6525ANHAA
603,14/10/2022,B1,DNWS,5945ANHAA,NA,W0831,W0832,M,NA,NA,A,6:24,9,1,2,1,1,1,0,0,0,NA,3,2,5,6,Havened,Dryandra,5945ANHAA
604,14/10/2022,B2,DNWS,5991ANHAA,NA,N8726,N8727,M,NA,NA,A,6:03,9,0,1,2,1,2,0,0,0,NA,2,1,3,6,Havened,Dryandra,5991ANHAA
605,14/10/2022,B4,DNWS,6218ANHAA,NA,W0980,W0981,M,NA,NA,A,7:36,10,3,2,1,2,1,0,0,0,NA,2,2,4,9,Havened,Dryandra,6218ANHAA
606,14/10/2022,B5,DNWS,6558ANHAA,9.56E+14,W2127,W2128,M,NA,NA,A,7:59,10,0,0,1,0,0,0,0,0,NA,0,1,1,1,Havened,Dryandra,6558ANHAA
607,14/10/2022,B6,DNWS,6539ANHAA,NA,W1773,W1774,M,NA,NA,A,5:45,10,0,1,1,0,0,0,0,0,NA,0,2,2,2,Havened,Dryandra,6539ANHAA
608,14/10/2022,B8,DNWS,6239ANHAA,NA,W0930,W0931,F,SUC_LACA,60,A,6:50,8,0,1,0,0,0,0,0,0,0,2,3,5,1,Havened,Dryandra,6239ANHAA
609,14/10/2022,C1,DNWS,6503ANHAA,NA,W1426,W1427,M,NA,NA,A,6:33,9,0,1,1,1,1,0,0,0,NA,0,3,3,4,Havened,Dryandra,6503ANHAA
610,14/10/2022,C2,DNWS,6240ANHAA,NA,W0932,W0933,M,NA,NA,A,5:57,9,0,1,1,1,1,0,0,0,NA,3,4,7,4,Havened,Dryandra,6240ANHAA
611,14/10/2022,C3,DNWS,6555ANHAA,9.56E+14,W1839,W1840,M,NA,NA,A,8:22,9,0,2,2,1,1,0,0,0,NA,0,1,1,6,Havened,Dryandra,6555ANHAA
612,14/10/2022,C4,DNWS,6238ANHAA,NA,W0928,W0929,F,SUCKLING,70,A,7:18,10,0,0,0,1,0,0,0,0,0,2,2,4,1,Havened,Dryandra,6238ANHAA
613,14/10/2022,C6,DNWS,6518ANHAA,NA,W1826,W1827,M,NA,NA,S,5:59,10,0,0,1,1,0,0,0,0,NA,0,4,4,2,Havened,Dryandra,6518ANHAA
614,14/10/2022,C7,DNWS,6249ANHAA,NA,W1390,W1391,F,NA,NA,A,6:12,8,0,1,1,1,1,0,1,0,0,3,2,5,4,Havened,Dryandra,6249ANHAA
615,14/10/2022,C8,DNWS,NA,9.56E+14,W1692,W1693,F,SUCKLING,40,A,6:28,8,0,1,1,1,1,0,0,0,0,0,15,15,4,Havened,Dryandra,9.56E+14
616,14/10/2022,D1,DNWS,5596ANHAA,NA,W0324,W0988,F,SUCKLING,40,A,6:41,9,3,2,1,1,1,0,0,1,0,12,2,14,8,Havened,Dryandra,5596ANHAA
617,14/10/2022,D2,DNWS,NA,9.56E+14,W1804,W1821,M,NA,NA,A,5:45,9,0,2,2,1,1,0,0,0,NA,0,15,15,6,Havened,Dryandra,9.56E+14
618,14/10/2022,D4,DNWS,6557ANHAA,NA,W2147,W2148,M,NA,NA,J,7:08,10,0,2,1,0,0,0,0,0,NA,0,1,1,3,Havened,Dryandra,6557ANHAA
619,14/10/2022,D5,DNWS,6265ANHAA,NA,W1501,W1502,F,SUC_LACA,30,A,6:04,10,1,1,1,1,1,1,1,0,0,2,4,6,5,Havened,Dryandra,6265ANHAA
620,14/10/2022,D6,DNWS,6560ANHAA,NA,W1726,W1727,M,NA,NA,S,5:46,8,0,0,1,1,1,0,0,0,NA,0,1,1,3,Havened,Dryandra,6560ANHAA
621,14/10/2022,D7,DNWS,6561ANHAA,9.56E+14,W1728,W1729,F,SUCKLING,10,A,5:55,8,0,1,1,0,1,0,0,0,0,0,1,1,3,Havened,Dryandra,6561ANHAA
622,14/10/2022,D8,DNWS,5943ANHAA,NA,W0828,W0852,F,SUCKLING,80,A,7:27,8,0,0,1,0,1,0,0,0,0,1,2,3,2,Havened,Dryandra,5943ANHAA
623,14/10/2022,E1,DNWS,6506ANHAA,NA,W2103,W2104,M,NA,NA,S,6:53,9,1,2,2,2,2,0,0,0,NA,0,2,2,9,Havened,Dryandra,6506ANHAA
624,14/10/2022,E2,DNWS,6536ANHAA,NA,W1832,W1833,F,SUC_LACA,10,A,8:09,9,1,1,1,1,1,0,0,0,NA,0,2,2,5,Havened,Dryandra,6536ANHAA
625,14/10/2022,E4,DNWS,5706ANHAA,NA,W0514,W0515,M,NA,NA,A,7:03,10,0,1,0,0,0,0,0,0,NA,7,5,12,1,Havened,Dryandra,5706ANHAA
626,14/10/2022,E5,DNWS,6515ANHAA,NA,W1847,W1846,M,NA,NA,A,6:12,10,0,0,1,0,0,0,0,0,NA,0,3,3,1,Havened,Dryandra,6515ANHAA
627,14/10/2022,E6,DNWS,6286ANHAA,NA,W1342,W1343,M,NA,NA,A,8:30,10,0,2,0,0,0,0,0,0,NA,1,1,2,2,Havened,Dryandra,6286ANHAA
628,14/10/2022,E7,DNWS,5944ANHAA,NA,W0829,W0830,F,LAC_OSP,100,A,7:37,8,0,1,1,1,0,0,1,0,1,5,3,8,3,Havened,Dryandra,5944ANHAA
629,14/10/2022,E8,DNWS,6527ANHAA,NA,W1756,W1757,M,NA,NA,S,7:50,8,1,2,1,0,0,0,1,0,NA,0,3,3,4,Havened,Dryandra,6527ANHAA
630,14/10/2022,F1,DNWS,6002ANHAA,NA,N8739,N8740,M,NA,NA,A,6:59,9,1,2,2,1,1,0,0,0,NA,3,5,8,7,Havened,Dryandra,6002ANHAA
631,14/10/2022,F2,DNWS,6511ANHAA,NA,W2124,W2125,M,NA,NA,A,7:43,9,1,2,2,1,1,0,0,0,NA,0,3,3,7,Havened,Dryandra,6511ANHAA
632,14/10/2022,F3,DNWS,6553ANHAA,9.56E+14,W1834,W1835,M,NA,NA,A,7:52,9,2,2,1,1,1,0,0,0,NA,0,1,1,7,Havened,Dryandra,6553ANHAA
633,14/10/2022,F4,DNWS,6225ANHAA,NA,W0995,W0996,F,SUC_LACA,20,A,6:23,10,2,2,1,1,1,1,1,0,0,3,4,7,7,Havened,Dryandra,6225ANHAA
634,14/10/2022,F5,DNWS,6556ANHAA,NA,W2149,W2150,M,NA,NA,S,6:32,10,0,1,1,0,1,0,1,1,NA,0,1,1,3,Havened,Dryandra,6556ANHAA
635,14/10/2022,F6,DNWS,6538ANHAA,NA,W2115,W2116,F,SUCKLING,30,A,8:00,8,0,0,0,0,0,0,0,0,0,0,2,2,0,Havened,Dryandra,6538ANHAA
636,14/10/2022,F7,DNWS,5977ANHAA,NA,W0768,W0769,M,NA,NA,A,8:12,8,2,2,2,1,1,1,1,0,NA,4,3,7,8,Havened,Dryandra,5977ANHAA
637,14/10/2022,F8,DNWS,6250ANHAA,NA,W1320,W1321,M,NA,NA,S,8:25,8,2,1,0,1,1,0,0,0,NA,2,4,6,5,Havened,Dryandra,6250ANHAA
638,14/10/2022,G2,DNWS,NA,9.56E+14,W1811,W1844,M,NA,NA,J,7:38,9,1,1,1,1,1,0,0,0,NA,0,15,15,5,Havened,Dryandra,9.56E+14
639,14/10/2022,G3,DNWS,6541ANHAA,NA,W1550,W1806,M,NA,NA,A,7:30,9,1,1,1,2,1,0,0,0,NA,0,2,2,6,Havened,Dryandra,6541ANHAA
640,14/10/2022,G4,DNWS,6512ANHAA,NA,W2120,W2121,F,SUC_LACA,10,A,6:50,10,0,0,0,0,1,0,0,1,0,0,3,3,1,Havened,Dryandra,6512ANHAA
641,14/10/2022,G6,DNWS,6520ANHAA,NA,W1751,W1752,M,NA,NA,A,8:41,10,0,2,1,0,0,0,0,0,NA,0,2,2,3,Havened,Dryandra,6520ANHAA
642,14/10/2022,G7,DNWS,6233ANHAA,NA,W1384,W1385,M,NA,NA,A,8:52,10,1,0,1,0,0,0,0,0,NA,2,2,4,2,Havened,Dryandra,6233ANHAA
643,14/10/2022,G8,DNWS,6559ANHAA,NA,W2129,W2130,M,NA,NA,A,8:57,10,0,0,1,0,0,0,0,0,NA,0,1,1,1,Havened,Dryandra,6559ANHAA
644,14/10/2022,H1,DNWS,6552ANHAA,9.56E+14,W1803,W1842,M,NA,NA,S,7:07,9,0,2,2,1,2,1,0,0,NA,0,1,1,7,Havened,Dryandra,6552ANHAA
645,14/10/2022,H2,DNWS,6243ANHAA,NA,W0938,W0939,M,NA,NA,A,7:19,9,2,2,2,1,3,0,1,0,NA,2,2,4,10,Havened,Dryandra,6243ANHAA
646,14/10/2022,H7,DNWS,6252ANHAA,NA,W1301,W1302,F,LAC_OSP,120,A,8:41,8,0,1,0,0,1,0,0,0,0,2,3,5,2,Havened,Dryandra,6252ANHAA
647,14/10/2022,H8,DNWS,6254ANHAA,NA,W1305,W1753,M,NA,NA,A,8:51,8,1,2,1,1,1,0,1,1,NA,2,2,4,6,Havened,Dryandra,6254ANHAA
648,20/10/2022,VN13A,VN,NA,9.56E+14,W1893,W1894,F,SUCKLING,10,A,6:05,9,0,1,1,1,1,0,0,0,0,0,95,95,4,Non-havened,Dryandra,9.56E+14
649,20/10/2022,VN17B,VN,NA,9.56E+14,W1895,W1896,M,NA,NA,A,6:29,13,3,2,2,2,2,0,1,0,NA,0,95,95,11,Non-havened,Dryandra,9.56E+14
650,20/10/2022,VN18A,VN,NA,9.56E+14,W1897,W1898,F,SUCKLING,30,A,6:35,9,1,2,2,1,2,0,0,0,0,0,95,95,8,Non-havened,Dryandra,9.56E+14
651,20/10/2022,VN23A,VN,NA,9.56E+14,W2325,W2326,M,NA,NA,A,6:55,9,1,2,2,1,1,0,0,1,NA,0,95,95,7,Non-havened,Dryandra,9.56E+14
652,19/10/2022,VE01B,VE,NA,9.56E+14,W1879,W1880,M,NA,NA,A,5:40,13,2,1,1,1,1,0,0,1,NA,0,79,79,6,Non-havened,Dryandra,9.56E+14
653,19/10/2022,VE02B,VE,NA,9.56E+14,W1881,W1882,F,SUCKLING,20,A,5:50,13,1,2,2,1,1,0,0,0,0,0,79,79,7,Non-havened,Dryandra,9.56E+14
654,19/10/2022,VE06A,VE,NA,9.56E+14,W1863,W1864,F,SUCKLING,120,A,6:07,9,0,0,1,1,2,0,0,0,0,0,79,79,4,Non-havened,Dryandra,9.56E+14
655,19/10/2022,VE06B,VE,NA,9.56E+14,W1883,W1883,M,NA,NA,A,6:15,13,1,2,1,1,1,0,0,0,NA,0,79,79,6,Non-havened,Dryandra,9.56E+14
656,19/10/2022,VE08B,VE,NA,9.56E+14,W1869,W1871,F,SUCKLING,100,A,6:28,13,1,1,1,1,1,0,0,0,0,0,79,79,5,Non-havened,Dryandra,9.56E+14
657,19/10/2022,VE09B,VE,NA,9.56E+14,W1885,W1886,M,NA,NA,A,6:38,13,1,1,1,1,1,0,0,0,NA,0,79,79,5,Non-havened,Dryandra,9.56E+14
658,19/10/2022,VE11A,VE,NA,9.56E+14,W1887,W1888,M,NA,NA,A,7:00,9,1,1,2,2,2,1,0,1,NA,0,79,79,8,Non-havened,Dryandra,9.56E+14
659,19/10/2022,LOL30A,LOL,NA,9.56E+14,W1889,W1890,M,NA,NA,A,7:06,9,0,1,2,2,1,0,0,0,NA,0,79,79,6,Non-havened,Dryandra,9.56E+14
660,19/10/2022,LOL25A,LOL,NA,9.56E+14,W0180,N8977,M,NA,NA,A,7:26,9,0,1,1,1,1,0,0,0,NA,0,79,79,4,Non-havened,Dryandra,9.56E+14
661,19/10/2022,LOL25B,LOL,NA,9.56E+14,W1891,W1892,M,NA,NA,A,7:28,13,1,1,1,2,1,0,0,0,NA,0,79,79,6,Non-havened,Dryandra,9.56E+14
662,19/10/2022,LOL21B,LOL,NA,9.56E+14,N8628,N8629,F,SUCKLING,20,A,7:41,13,0,0,2,1,1,0,0,0,0,0,79,79,4,Non-havened,Dryandra,9.56E+14
663,19/10/2022,LOL20B,LOL,NA,9.56E+14,N8755,N8756,M,NA,NA,A,8:00,13,1,1,1,1,1,0,0,0,NA,0,79,79,5,Non-havened,Dryandra,9.56E+14
664,19/10/2022,LOL18A,LOL,NA,NA,NA,NA,M,NA,NA,A,8:00,9,0,1,1,1,1,0,0,0,0,0,79,79,4,Non-havened,Dryandra,NA
665,18/10/2022,LOL30A,LOL,NA,9.56E+14,W1868,W1867,F,SUCKLING,40,A,7:48,13,1,1,1,1,1,0,1,0,0,0,48,48,5,Non-havened,Dryandra,9.56E+14
666,18/10/2022,LOL25B,LOL,NA,9.56E+14,W0189,W0190,F,SUCKLING,NA,A,8:00,13,1,1,1,1,1,0,0,0,0,0,48,48,5,Non-havened,Dryandra,9.56E+14
667,18/10/2022,LOL24A,LOL,NA,9.56E+14,W1877,W1878,F,SUCKLING,NA,A,8:04,9,1,1,1,2,1,0,0,0,0,0,48,48,6,Non-havened,Dryandra,9.56E+14
668,18/10/2022,LOL24B,LOL,NA,9.56E+14,W0187,W0188,M,NA,NA,A,8:04,13,2,1,1,1,1,0,0,0,NA,0,48,48,6,Non-havened,Dryandra,9.56E+14
669,18/10/2022,LOL32B,LOL,NA,9.56E+14,W1866,W1867,M,NA,NA,A,7:30,13,1,1,1,1,1,0,0,0,NA,0,48,48,5,Non-havened,Dryandra,9.56E+14
670,20/10/2022,VS13A,VS,NA,9.56E+14,W1983,W1984,M,NA,NA,A,6:35,8,0,1,1,1,0,0,0,1,NA,0,95,95,3,Non-havened,Dryandra,9.56E+14
671,20/10/2022,VS01B,VS,NA,9.56E+14,W1977,W1978,F,SUCKLING,55,A,5:25,8,1,1,1,1,1,0,0,0,0,0,95,95,5,Non-havened,Dryandra,9.56E+14
672,20/10/2022,VS05B,VS,NA,9.56E+14,W1979,W1980,F,SUCKLING,10,A,5:47,8,0,0,0,0,1,0,0,0,0,0,95,95,1,Non-havened,Dryandra,9.56E+14
673,20/10/2022,VS11B,VS,NA,9.56E+14,W1981,W1982,M,NA,NA,A,6:19,8,0,1,1,1,0,0,1,0,NA,0,95,95,3,Non-havened,Dryandra,9.56E+14
674,19/10/2022,VW13B,VW,NA,9.56E+14,W1701,W1702,F,SUCKLING,20,A,7:30,8,1,1,1,1,1,0,0,0,0,0,79,79,5,Non-havened,Dryandra,9.56E+14
675,19/10/2022,VW14B,VW,NA,9.56E+14,W1790,W1791,M,NA,NA,A,7:46,8,1,2,1,1,1,0,0,0,NA,0,79,79,6,Non-havened,Dryandra,9.56E+14
676,19/10/2022,VW15A,VW,NA,9.56E+14,W1795,W1796,M,NA,NA,A,7:56,8,0,1,1,2,1,1,1,0,NA,0,79,79,5,Non-havened,Dryandra,9.56E+14
677,19/10/2022,VW15B,VW,NA,9.56E+14,W1793,W1794,M,NA,NA,A,7:56,8,0,0,1,1,1,0,1,0,NA,0,79,79,3,Non-havened,Dryandra,9.56E+14
678,19/10/2022,VW17A,VW,NA,9.56E+14,W1799,W1800,F,SUCKLING,120,A,8:12,8,0,1,1,1,1,0,0,0,1,0,79,79,4,Non-havened,Dryandra,9.56E+14
679,19/10/2022,VW17B,VW,NA,9.56E+14,W1797,W1798,M,NA,NA,A,8:12,8,0,1,1,1,1,0,1,0,NA,0,79,79,4,Non-havened,Dryandra,9.56E+14
680,19/10/2022,VW18B,VW,NA,9.56E+14,W1374,W1399,F,SUCKLING,10,A,8:33,8,2,2,1,1,0,0,0,0,0,0,79,79,6,Non-havened,Dryandra,9.56E+14
681,19/10/2022,VW02A,VW,NA,9.56E+14,W1722,W1723,M,NA,NA,S,5:50,8,0,1,1,1,0,0,0,0,NA,0,79,79,3,Non-havened,Dryandra,9.56E+14
682,19/10/2022,VW02B,VW,NA,9.56E+14,W1720,W1721,M,NA,NA,S,5:45,8,1,1,1,1,0,0,0,0,NA,0,79,79,4,Non-havened,Dryandra,9.56E+14
683,19/10/2022,VW03B,VW,NA,9.56E+14,W1724,W1725,F,SUCKLING,48,A,5:56,8,0,1,0,0,0,0,0,0,0,0,79,79,1,Non-havened,Dryandra,9.56E+14
684,19/10/2022,VW04A,VW,NA,9.56E+14,W1776,W1777,M,NA,NA,A,6:14,8,1,1,1,1,0,0,1,0,NA,0,79,79,4,Non-havened,Dryandra,9.56E+14
685,19/10/2022,VW07B,VW,NA,9.56E+14,W1778,W1779,F,NA,70,A,6:29,8,0,1,1,1,0,1,1,0,0,0,79,79,3,Non-havened,Dryandra,9.56E+14
686,19/10/2022,VW08B,VW,NA,9.56E+14,W1780,W1781,F,P,NA,A,6:35,8,1,1,1,1,0,0,1,0,NA,0,79,79,4,Non-havened,Dryandra,9.56E+14
687,19/10/2022,VW09A,VW,NA,9.56E+14,N9991,N9992,M,NA,NA,A,6:53,8,1,1,1,1,0,0,0,0,NA,0,79,79,4,Non-havened,Dryandra,9.56E+14
688,19/10/2022,VW09B,VW,NA,9.56E+14,W1782,W1783,F,SUCKLING,70,A,6:47,8,1,2,2,1,1,0,1,0,0,0,79,79,7,Non-havened,Dryandra,9.56E+14
689,19/10/2022,VW10A,VW,NA,9.56E+14,W1784,W1785,M,NA,NA,A,7:01,8,0,0,0,0,1,1,1,0,NA,0,79,79,1,Non-havened,Dryandra,9.56E+14
690,19/10/2022,VW11B,VW,NA,9.56E+14,W1786,W1787,M,NA,NA,A,7:10,8,1,2,1,1,1,0,1,0,NA,0,79,79,6,Non-havened,Dryandra,9.56E+14
691,19/10/2022,VW12B,VW,NA,9.56E+14,W1788,W1789,M,NA,NA,A,7:20,8,0,0,1,1,2,1,1,0,NA,0,79,79,4,Non-havened,Dryandra,9.56E+14
692,18/10/2022,VW01A,VW,NA,9.56E+14,W1730,W1731,M,NA,NA,A,5:47,8,1,2,2,1,1,0,1,0,NA,0,48,48,7,Non-havened,Dryandra,9.56E+14
693,18/10/2022,VW01B,VW,NA,9.56E+14,W1732,W1733,F,LAC_OSP,NA,A,5:58,8,1,1,1,1,1,0,1,0,0,0,48,48,5,Non-havened,Dryandra,9.56E+14
694,18/10/2022,VW02A,VW,NA,9.56E+14,W1734,W1735,F,SUCKLING,40,A,6:10,8,1,1,1,1,1,0,0,0,0,0,48,48,5,Non-havened,Dryandra,9.56E+14
695,18/10/2022,VW02B,VW,NA,9.56E+14,W1736,W1737,M,NA,NA,A,6:18,8,1,1,1,2,1,0,0,0,NA,0,48,48,6,Non-havened,Dryandra,9.56E+14
696,18/10/2022,VW04B,VW,NA,9.56E+14,W1740,W1741,M,NA,NA,A,6:40,8,3,3,2,1,1,0,0,1,NA,0,48,48,10,Non-havened,Dryandra,9.56E+14
697,18/10/2022,VW04A,VW,NA,9.56E+14,W1738,W1739,F,SUCKLING,80,A,6:34,8,2,2,1,1,1,1,1,0,1,0,48,48,7,Non-havened,Dryandra,9.56E+14
698,18/10/2022,VW06B,VW,NA,9.56E+14,W1742,W1743,M,NA,NA,A,6:57,8,0,1,1,1,1,0,1,0,NA,0,48,48,4,Non-havened,Dryandra,9.56E+14
699,18/10/2022,VW07B,VW,NA,9.56E+14,W1744,W1745,M,NA,NA,S,7:06,8,0,0,1,0,1,1,1,0,NA,0,48,48,2,Non-havened,Dryandra,9.56E+14
700,18/10/2022,VW07A,VW,NA,9.56E+14,W1746,W1747,F,SUCKLING,40,A,7:11,8,0,1,1,1,1,0,0,0,0,0,48,48,4,Non-havened,Dryandra,9.56E+14
701,18/10/2022,VW08B,VW,NA,9.56E+14,N9991,N9992,M,NA,NA,A,7:20,8,0,1,1,1,1,0,0,0,NA,0,48,48,4,Non-havened,Dryandra,9.56E+14
702,18/10/2022,VW10B,VW,NA,9.56E+14,W1748,W0341,M,NA,NA,A,7:29,8,2,2,2,1,1,0,1,0,NA,0,48,48,8,Non-havened,Dryandra,9.56E+14
703,18/10/2022,VW11B,VW,NA,9.56E+14,W1749,W1750,M,NA,NA,A,7:40,8,1,1,1,1,1,0,1,0,NA,0,48,48,5,Non-havened,Dryandra,9.56E+14
704,18/10/2022,VW12A,VW,NA,9.56E+14,W1701,W1702,F,SUCKLING,20,A,7:51,8,0,1,1,1,2,1,1,0,0,0,48,48,5,Non-havened,Dryandra,9.56E+14
705,18/10/2022,VW01A,VW,NA,9.56E+14,W1730,W1731,M,NA,NA,A,5:47,8,1,2,2,1,1,0,1,0,NA,0,48,48,7,Non-havened,Dryandra,9.56E+14
706,18/10/2022,VW01B,VW,NA,9.56E+14,W1732,W1733,F,LAC_OSP,NA,A,5:58,8,1,1,1,1,1,0,1,0,0,0,48,48,5,Non-havened,Dryandra,9.56E+14
707,18/10/2022,VW02A,VW,NA,9.56E+14,W1734,W1735,F,SUCKLING,40,A,6:10,8,1,1,1,1,1,0,0,0,0,0,48,48,5,Non-havened,Dryandra,9.56E+14
708,18/10/2022,VW02B,VW,NA,9.56E+14,W1736,W1737,M,NA,NA,A,6:18,8,1,1,1,2,1,0,0,0,NA,0,48,48,6,Non-havened,Dryandra,9.56E+14
709,18/10/2022,VW04A,VW,NA,9.56E+14,W1740,W1741,M,NA,NA,A,6:34,8,2,2,1,1,1,1,1,0,1,0,48,48,7,Non-havened,Dryandra,9.56E+14
710,18/10/2022,VW04B,VW,NA,9.56E+14,W1738,W1739,F,SUCKLING,90,A,6:40,8,3,3,2,1,1,0,0,1,NA,0,48,48,10,Non-havened,Dryandra,9.56E+14
711,18/10/2022,VW14B,VW,NA,9.56E+14,W1703,W1704,M,NA,NA,A,8:11,8,0,0,1,1,1,0,0,0,NA,0,48,48,3,Non-havened,Dryandra,9.56E+14
712,18/10/2022,VW14A,VW,NA,9.56E+14,W1705,W1706,M,NA,NA,S,8:17,8,0,1,1,1,1,0,0,0,NA,0,48,48,4,Non-havened,Dryandra,9.56E+14
713,18/10/2022,VW15B,VW,NA,9.56E+14,W1707,W1708,F,SUCKLING,20,A,8:23,8,3,3,2,1,1,0,1,0,0,0,48,48,10,Non-havened,Dryandra,9.56E+14
714,18/10/2022,VW15A,VW,NA,9.56E+14,W1709,W1710,F,SUCKLING,5,A,8:30,8,0,1,1,1,1,1,0,0,0,0,48,48,4,Non-havened,Dryandra,9.56E+14
715,18/10/2022,VW16A,VW,NA,9.56E+14,W1711,W1712,M,NA,NA,A,8:38,8,1,1,1,1,1,1,0,0,NA,0,48,48,5,Non-havened,Dryandra,9.56E+14
716,18/10/2022,VW17B,VW,NA,9.56E+14,W1713,W1714,F,SUCKLING,40,A,8:47,8,0,0,1,0,1,0,0,0,0,0,48,48,2,Non-havened,Dryandra,9.56E+14
717,18/10/2022,VW17A,VW,NA,9.56E+14,W1715,W1716,M,NA,NA,A,8:55,8,0,1,1,1,1,0,1,0,NA,0,48,48,4,Non-havened,Dryandra,9.56E+14
718,18/10/2022,VW18B,VW,NA,9.56E+14,W1717,W1255,M,NA,NA,A,9:05,8,1,1,1,1,1,0,1,0,NA,0,48,48,5,Non-havened,Dryandra,9.56E+14
719,18/10/2022,VW18A,VW,NA,9.56E+14,W1718,W1719,M,NA,NA,A,9:11,8,1,1,1,1,1,1,0,0,NA,0,48,48,5,Non-havened,Dryandra,9.56E+14
