"","Station","group_id","Behavioral.category","group_sum","Site","Observer","RFID_DateTime","Treatment","Night","Station_Ammend","behave_sum","behave_prop","Haven","Region","Woylie_density"
"1767","I19",9,"Other",11.427,"Perup_Sanctuary","TASH","2022-04-14 18:28:00","F",2,NA,0,0,"Havened","Upper_Warren",0.83
"1768","J15",9,"Other",23.288,"Perup_Sanctuary","TASH","2022-04-21 17:56:00","C",3,"J15",4.325,0.185717966334593,"Havened","Upper_Warren",0.83
"1769","K14",9,"Other",356.636,"Perup_Sanctuary","GRBL","2022-04-20 18:35:00","C",2,"K14",17.628,0.0494285489967362,"Havened","Upper_Warren",0.83
"1770","MOO16",9,"Other",168.247,"Moopinup","GRBL","2022-04-18 21:34:00","C",2,"MOO16",10.643,0.0632581858814719,"Non-havened","Upper_Warren",0.346
"1771","MOO18",9,"Other",64.947,"Moopinup","GRBL","2022-04-18 21:46:00","C",2,"MOO18",3.041,0.0468227939704682,"Non-havened","Upper_Warren",0.346
"1772","MOO19",9,"Other",10.066,"Moopinup","GRBL","2022-04-19 19:12:00","F",3,NA,0,0,"Non-havened","Upper_Warren",0.346
"1773","MOO20",9,"Other",93.155,"Moopinup","GRBL","2022-04-19 18:38:00","C",3,"MOO20",40.483,0.434576780634426,"Non-havened","Upper_Warren",0.346
"1774","MOO4",9,"Other",4.075,"Moopinup","TASH","2022-04-16 18:07:00","C",3,"MOO4",1.413,0.346748466257669,"Non-havened","Upper_Warren",0.346
"1775","NH12",9,"Other",10.22,"Dryandra_main","TASH","2022-10-19 19:56:00","C",3,"NH12",2.396,0.234442270058708,"Non-havened","Dryandra",1.39
"1776","NH36",9,"Other",265.923,"DNWS","TASH","2022-10-11 19:15:00","C",2,"NH36",12.72,0.0478333953813698,"Havened","Dryandra",1.185
"1777","NH42",9,"Other",60.081,"DNWS","TASH","2022-10-11 19:20:00","F",2,NA,0,0,"Havened","Dryandra",1.185
"1778","NH47",9,"Other",62.181,"DNWS","TASH","2022-10-11 19:27:00","C",2,"NH47",0.82,0.0131873080201348,"Havened","Dryandra",1.185
"1779","NH58",9,"Other",46.084,"DNWS","TASH","2022-10-11 19:18:00","C",2,NA,0,0,"Havened","Dryandra",1.185
